file,pure_text,word_count
nemec-g/sent_items/715.,"Ken,  Per our discussion attached are the drafts of revised Act (redlined with my comments) and the Board Resolution for your review.",22
nemec-g/sent_items/717.,"See attached.  I took a guess at the payment timing and our involvement in the construction process.  Do we want to let Jim, review that section also?  I am trying to leave the office by 12 tomorrow.  Any comments ASAP would be appreciated.  Upon receipt of comments, I will forward to Bill Howell.",53
nemec-g/sent_items/718.,"Eric,  The answers to your questions based on the information I have are:

	1.  The transaction closed on February 3, 2000.
	2.  All the licenses that you fowarded for Louisiana Resources are currently being used by Bridgeline Holdings, L.P.
	3.  I don't know.  I don't think that any of the licenses were new after the transaction date.  Robert, any different info?
	4.  To the best of my knowledge all of the licenses (that you forwarded) are operating and were operating at the time of the transaction.  Do you agree, Robert?

To clarify, the assets were not sold to Bridgeline Holdings, L.P.  They were contributed to the formation of the LP in consideration for Enron's 40% equity stake and 50% control.  No transfer applications for these licenses has been filed.  

Also, it is not clear from the information you forwarded whether the licenses were in Louisiana Resources Company's (LRC) name or Louisiana Resources Pipeline Company Limited Partnership (LRP).  LRP was merged into Bridgeline Holdings, L.P.  LRC is still held 100% by Enron North America Corp.",174
nemec-g/sent_items/719.,For your review is the draft Construction Expedition Letter per our discussions Monday.,13
nemec-g/sent_items/72.,"Nora,  The notes were paid off.  We do need to cancel the originals.  Let me know if I need to do anything.",22
nemec-g/sent_items/721.,"Attached are the documents we discussed.  I have a attached a clean and redline version of the Act of Sale, compared against the prior version we sent.  Upon your final approval, we will prepare executables.",35
nemec-g/sent_items/722.,"Eric,  Texaco Exploration and Production, Inc. owns the other 60%.  The LP is governed by a management committee with two member from Enron and two from Texaco.

I can be your contact for Louisiana Resources.  However, as I stated earlier, I need to know which Louisiana Resources you are talking about.  Is it Louisiana Resources Company or Louisiana Resources Pipeline Company Limited Partnership.

For Bridgeline the contact would be Robert D. Morgan.  His phone number is 713-345-6374.",77
nemec-g/sent_items/723.,Resending.  Thanks.,2
nemec-g/sent_items/724.,Attached are my Louisiana counsel's comments to our ROW form.  I agree with his changes.  Please review and let me know if you have any questions.,26
nemec-g/sent_items/725.,The final sign off from Reliant legal.  I will prepare the executables and get them to Eva.,17
nemec-g/sent_items/726.,"Stephen,  We will revise the termination date to be May 27, 2002.",12
nemec-g/sent_items/727.,Please review and let's discuss.,5
nemec-g/sent_items/728.,Last week was crazy.  Sorry about this.  I will send them out today.,13
nemec-g/sent_items/73.,I found this doc.  Hope it is the one you needed.,11
nemec-g/sent_items/730.,"Eric,  See attached with my changes.  Robert, Can you provide the information Eric needs for Bridgeline.  Thanks.",17
nemec-g/sent_items/731.,"Per our discussion, please review and provide comments asap.",9
nemec-g/sent_items/733.,"Jean,  We have appointed three new directors for LRCI, Inc.  They are yourself, Mark Haedicke, and Brian Redmond.  The records show the current directors as Mark Haedicke and Louise Kitchen, but we were unable to find any resolutions supporting this.  We will clean the records up to reflect the new directors.  Since you and Brian are on the management of Bridgeline, it is a more logical fit for you to be directors.  The resolutions for the Napoleonville Land Sale with the new directors are being circulated for signature.  You may have already seen it.  Let me know if you have any questions.  Thanks.",103
nemec-g/sent_items/734.,"It was sitting on Haedicke's desk.  Eva, is going to pick it up and bring it to you for signature.",20
nemec-g/sent_items/735.,Attached is the latest version of the PA with my changes redlined.  Sorry for the delay.,16
nemec-g/sent_items/737.,"FYI,  My Fla. counsel's comments to our letter.",8
nemec-g/sent_items/74.,"Don't you have work to do today?  By the way, I will kick your ass for free!",17
nemec-g/sent_items/742.,Your leaving Friday? =20,4
nemec-g/sent_items/75.,Attached is the revised doc per our discussions.,8
nemec-g/sent_items/76.,"Keith,  Please draft the letter and forward for my review.  Could you also forward the language for Item #1as you revised it?  Thanks.",23
nemec-g/sent_items/77.,"Lisa, Your changes look fine to me.  I added the sentence to make it clear that ECS would not be owning and operating that portion of the equipment.  It wasn't clear to me from the section which indicate we will be arranging for the installation of the compressors.",48
nemec-g/sent_items/78.,"Lisa,  I made significant revisions to this form.  Please review and lets discuss.",13
nemec-g/sent_items/79.,"Barry,  Attached are the drafts we discussed yesterday.  Please give me a call to discuss.",15
nemec-g/sent_items/8.,Attached is the confirm and GTC for the Wellhead purchase with Keep Whole language that we discussed.  Let me know if you have any questions.,25
nemec-g/sent_items/80.,"Dave,  I made a few slight changes to the agreement.  Nothing substantive, just to clarify and catch some typos.  I am OK with this form.  We need to make sure the Universal signs any schedules to this agreement which specify the operating parameters of the units.  Also, David Marshall will need to review the insurance section and address how we handle their self insurance issues.",65
nemec-g/sent_items/81.,"Keith,  Please revise the document to reflect Item 1 below.  With respect to Item 2, our environmental group is reviewing Enron's use of the property.  No such uses should be found.  What specifically are they looking for with respect to this item.  Finally, any word on the title check with respect to item #3.",54
nemec-g/sent_items/82.,Ask them to print and sign two copies.,8
nemec-g/sent_items/84.,"Mark and Dave,  Please print out two copies of each and execute all four.  The closing statements need to be printed on ENA Letterhead.  Sign all four and fax to Don Baldridge.  Put all four originals in the Fedex to me for initial.  I have asked Don to obtain execution of NBP's side and fax back to me.  Let me know if you have any questions.",66
nemec-g/sent_items/85.,Attached is the revised statement.  Please review.  I will have ENA execute as soon as I hear from NBP.,19
nemec-g/sent_items/86.,I responded to Frank about 20 minutes ago.,8
nemec-g/sent_items/88.,"Frank,  Sandi Braband had approved those agreements.  I know that the El Paso pipelines are very strict on any changes to the GISB form.  I did discuss removal of Section 3.2(b) for Mojave pipeline (an El Paso pipeline) and their attorney agreed.  Unfortunately he only handles the EP Pipelines in the west.  Might be worth another run at their legal to see if we can modify the GISB to meet our template.  Let me know if I can help.",79
nemec-g/sent_items/89.,"Larry,  What is the status of this permit?",8
nemec-g/sent_items/90.,For your review.  Let's talk early Monday.,7
nemec-g/sent_items/92.,"Attached is the notice letter to EMP ECHO, LLC for ECS' election to take and make the distributions resulting from the payment of the note for Gallup and Kachina.  As we discussed Chris, Section 5.03 of the LLC Agreement governs the distributions and assuming the requirements of that section are met and upon provision of this notice, the note proceeds can be distributed to ECS.  Upon payment of the note by whoever HPL's assignee is, the original notes will need to be cancelled.  Nora, can locate these originals.

I am not sure if the address and fax for EMP ECHO is correct.  I pulled these from the agreement.  Need to verify.",111
nemec-g/sent_items/93.,"Chris,  Attached is Shonnie's draft of the Closing Statement.  Note that she nets out the amount with the payment due under the amended Master Services Agreement.  Please review.",28
nemec-g/sent_items/94.,"Harry,  We have been using Bill Bryant and the Katz Kutter law firm to represent ECS' interest in the territorial dispute between Gulf Power and WFEC.  I forwarded your email to him and asked for his input.  Attached is his input.  I think his suggestion about a meeting with all parties involved is a good one.  Let me know what you think.",62
nemec-g/sent_items/95.,"Kyle,  Attached are the final versions of the Servitude Agreement and the Filing Form.  We made some changes to the form for consistency.  Please review.  

Roger and Rakhi, Please verify the legal description provided by Enterprise.  I also have a plat which I will forward to you for review.  After everyone has reviewed and approved we should be ready to go.",61
nemec-g/sent_items/96.,"Keith, My changes are redlined.  Please provide any comments.",9
nemec-g/sent_items/97.,"Kyle,  Attached is the agreement with the two changes I discussed on my voice mail message.  Please review.  Do we have a property description and a plat?",27
nemec-g/sent_items/98.,"Kay, Please see the attached.",5
nemec-g/sent_items/99.,Please review the attached.,4
nemec-g/sent/1.,"Ken,  Please review the attached.",5
nemec-g/sent/10.,"Trevor,  I created an amendment to the Energy Services Agreement based on 
Paul's letter of April 19.  I think that this amendment is a much cleaner way 
to revised the Schedules to the Agreement.  Please review the amendment and 
schedules.  I revised the schedules further to make the base line 
calculations clearer.  If OK, lets fax a copy to Paul for his review before I 
prepare executables.  Let me know if you have any questions.



Note:  We will also need to have a declaration of HPL and Managing Partner of 
HCC to review and approve this amendment.  Kevin Howard can sign and I have 
already prepared this document.",108
nemec-g/sent/101.,"Dan,  Attached are clean and redlined versions with the changes we discussed 
yesterday.  Please review the exhibits on both documents one last time.",23
nemec-g/sent/102.,"Ken,  Attached is a revised draft of the Hanover Agreement based on all our 
discussions to date.  Please review.  I would prefer one more internal review 
prior to forwarding to Hanover.  Please note where information is still 
needed concerning the specific units for the schedule forms.  Sorry for the 
delay.",50
nemec-g/sent/103.,"Greg,  I have never been to a tasting before.  Will there be some small foods 
to go along with the wine?


   
	Enron Capital & Trade Resources Corp.",27
nemec-g/sent/104.,"Dan,  Attached are clean and redlined versions incorporating the modified 
suggested Kennedy revisions we discussed.  Please review.  I will revised the 
Independant contracts later this afternoon.  I will also send you a form 
purchase and sale agreement for the Independant gathering facilities.  

G$",43
nemec-g/sent/105.,Here are some names.,4
nemec-g/sent/106.,"I sent in the admission fees, so hope you still want to go.",13
nemec-g/sent/107.,"Dan,  Attached are the latest independent docs with the Collection Facilities 
funding, construction, and fee structure.  I  am working on a form a 
construction agreement which will be attached as an Exhibit to the Field 
Services Agreement.",37
nemec-g/sent/108.,"Dan,  Attached are the Field Services and Purchase Agreement with the changes 
we discussed.  As we further discussed, there will be a letter agreement 
between Independent and Neidigger (??) which gives independent the right to 
produce and market his gas in accordance with the terms of the attached 
agreements.  Do you have Niedigger real name and type of entity?",59
nemec-g/sent/109.,"Please review and forward to IPC.  This will be required to commit Niedigger 
gas to our purchasing and field services agreements.",21
nemec-g/sent/11.,"Fine by me.






Pat Radford
05/13/99 02:20 PM",8
nemec-g/sent/110.,Here it  is.  Please revise as necessary.,7
nemec-g/sent/111.,"David,  Attached is a construction agreement draft for a $750,000 gathering 
system between Sapphire Bay.LLC (of which ECT, Jedi II, and Independent are 
members) and Independent as contractor.  Sappire Bay will own the gathering 
system.

Please give me a call to discuss.",42
nemec-g/sent/112.,"Paul,  Attached is the draft of the Agreement for your review.",11
nemec-g/sent/113.,"Ken, Attached is a redline that might make your review easier.  I didn't want 
to forward this one to Hanover.  Let me know if you have any questions.",28
nemec-g/sent/114.,"Attached is a redline with the changes we discussed.  Please review and if it 
looks OK, please forward to Susan and Dave.",22
nemec-g/sent/115.,The latest and greatest including form of construction agreement.,9
nemec-g/sent/116.,"Lillie,  You might try checking with Jack Simunek.  I am not sure there is 
any documentation on this, but he has a pretty good handle on this issue.  
Jim Coffey at one time issued a one page memo on just this subject.  Might 
also check with him.  Once we decide whether to apply this or not, putting 
this into a contract is a relatively simple matter.





Lillie Pittman
08/04/99 05:54 PM",71
nemec-g/sent/117.,"Any chance they could email electronic version of this Agreement?






Mark Knippa
08/05/99 10:17 AM",15
nemec-g/sent/118.,"Attached is LOI with our revisions redlined.  Please review and call either 
Mark or myself to discuss.",17
nemec-g/sent/119.,Here it is.,3
nemec-g/sent/12.,"I will be attending.






Kim Zachary
05/14/99 08:43 AM",9
nemec-g/sent/120.,"Dan,  Attached are the lastest turns of Kennedy.  Let me know if you or 
Kennedy have questions.",17
nemec-g/sent/121.,"Lisa,    It is extremely hard to watch you struggle through this.  It is hard 
for me also.  I sit up here trying to work when the reality of our current 
situation weighs on me like a ton of bricks.   It is hard for me not to break 
down a couple of times a day, but the pace of my work usually forces me 
through those times.

I don't know if my calling you, asking you to lunch, or holding your hand, 
helps or hurts at this time.  But I am not going to let us give up on each 
other.  My feelings for you run too deep to just try and bury them so that I 
don't have to think about all the pain.

We are both struggling to find a place to start.  I want to start by just 
letting you know that not a day goes by without me thinking of a time when we 
can put this behind us.  I am not sure how to get there right now either.  
However, during those few precious time lately when I get to look into your 
eyes, I see the true Lisa (changed as she is by the last couple of years), 
but still Lisa nonetheless.  I need to get to know this changed true Lisa, 
whatever happens in the near future.

I felt I just to had to write this email.

Gerald",234
nemec-g/sent/1216.,"Attached is the termination letter with my revision.  Both a clean and 
redlined version.",14
nemec-g/sent/122.,"Brian,  Attached is a draft of the termination letter.  The letter assumes 
the letter agreement was executed.  There also appears to be an agency 
agreement which appointed Merrick as agent for ROW acquisition.  This is also 
terminated by the letter.  I haven't heard from Shonnie yet.  Please review 
and add any comments you have.  Thanks",55
nemec-g/sent/123.,"David Marshall (ECT risk management) insurance review.  Note the issue abou=
t=20
the Delay in Start Up insurance (DSU).  I will contact Lyn Bellenhausen to=
=20
see if she anticipated a pipeline project in the original LLC insurance=20
requirements.",39
nemec-g/sent/124.,"Attached are David's comments.  The gathering facilities that Independent=
=20
will be constructing (in their individual corporate capacity) are valued at=
=20
approximately $750,000.",24
nemec-g/sent/125.,"G,  How is it going?  Been a while since we spoke.  What have you been up to?

As for me, just a lot of work and little vacation worked in there.  Nothing 
real exciting.  Finally finished the redo of that damn kitchen.  I don't 
think I will be undertaking any home repair projects on my own anytime soon.

I am having Austin withdrawals and need to get back real soon.  It won't be 
long now though for football.  Sounds like Redding and Sims look pretty good 
in practices so far.  That first game makes me nervous.  NC State is a pretty 
good passing team and we may have freshman cornerbacks starting.  

Now for the real subject.  Tailgating.  How is it shaping up this year?  Same 
place, cold beer, good food.  I am definitely coming in for the NC State 
game.  Lisa may or may not be with me.  Don't know yet.  Anyway I will be 
glad to contribute to the cause.    

Drop me a note when you get a chance and fill me in.",174
nemec-g/sent/126.,"Dan,  Attached are the 1st drafts.",6
nemec-g/sent/127.,"Dan,  Please disregard the prior draft and use this one.",10
nemec-g/sent/128.,"GT,  The theme of the party sounds excellent.  What time is the party on 
Friday and where does the boat leave?  I may take a day of vacation.  I have 
more than I can probably use this year.

G$


   
	Enron Capital & Trade Resources Corp.",45
nemec-g/sent/129.,See attached word doc.,4
nemec-g/sent/132.,"Greg,  Attached is a clean and redlined version of the Gateway Interconnect 
Agreement.  Please review before forwarding to Pace to make sure the 
ownership concept is in accordance with your negotiations.  Please call me if 
you have any questions and I will forward the Rio Nogales later today.",48
nemec-g/sent/133.,Attached is the draft interconnect agreement.,6
nemec-g/sent/134.,"Dan,  Attached are the drafts with the revisions we discussed. Both clean and 
redlined against prior version.",17
nemec-g/sent/135.,"Here they are.  Enjoy.  Call me to go over a few points before we forward to 
Denise.",17
nemec-g/sent/136.,Please review and let me know if you have any questions.,11
nemec-g/sent/137.,"Greg,  Attached is a draft settlement and release agreement for the Westfield 
#1.  Please review and let me know if you have any questions.  Note, the 
adjusted invoice is to be attached as Exhibit A to this Agreement.",38
nemec-g/sent/138.,"GT,  I will be taking Friday off.  Probably drive in Friday morning or early 
afternoon.  What are your plans that day?  If you need any help setting up or 
anything let me know.

G$


   
	Enron Capital & Trade Resources Corp.",40
nemec-g/sent/139.,"Mark,  I added Paragraph 3 in Article II to cover any obligations which ECS 
incurs for the drive and WT1.  Please review and if OK I will forward to 
Susan for her review.",33
nemec-g/sent/14.,"Larry,  I made a few changes and filled in the blanks.  Please call me to 
discuss.",16
nemec-g/sent/140.,Would you please stop wetting your cube and blaming it on me!,12
nemec-g/sent/141.,"Dan,  Attached are the documents with my revsions.  Let me know if you have 
any questions.",16
nemec-g/sent/142.,Please disregard the version I sent about 30 minutes prior and use these.,13
nemec-g/sent/143.,"Dan,  Attached are the drafts with the Collection Facilities language.  Blank 
exhibits for the Security Agreement Form and Insurance requirements.  Will 
forward as soon as I am able to obtain them.  Let me know if you have any 
questions.

Dan,  Could you ask Denise if all the Lease Agreement are the same form.  If 
not, I need to see all of them.",62
nemec-g/sent/144.,"Tony,  The following steps follow the contract amendment (assumes Bloomfield 
contract):

1.  Calculate the number of hours that the driver was down for force majeure.
2.  Subtract the hours in #1 from the total hours in the month.
3.  Calculate the Monthly Contract Quantity as defined in the amendment 
(Bloomfield -- 7000 times # of hours developed in #2 above)
4.  Calculate the Load Factor as defined in the agreement.

Since we don't have a load factor during those hours of the Force Majeure 
Event, we assume that the unit would have run at the load factor in #4 above 
if not for the Force Majeure event.

Thus, 

5.  Multiply the Load Factor times 7000 (max HP-hrs) times # of hours of 
force majeure event.  This gives you the equivalent HP-hours that would have 
been used during the Force Majeure event or Supply Interruption.
6.  In accordance with the amended Section 3.2(a), to calculate HP-hour 
charge do the following:

 Multiply Conversion Factor (taken from Exhibit based on load factor) times 
(Shaft Energy delivered + Equivalent   HP-hours during Force Majeure [this is 
the number calculated in #5 above]) times 1.031.

Let me know if you have any questions.  We can work through an example if we 
need to.  Thanks.",208
nemec-g/sent/145.,"I know love isn't enough by itself.  We have to give each other more.  The 
types of things that make the other feel full and complete in life.  We have 
focused on material things,  when really more meaningful things, such telling 
the other that you have an interesting way of looking or thinking about some 
facet of life are what fills each other.  We are both bright and ambituous 
people who should be able to enjoy the finer things in life, but in the right 
context.  Not as direction, but as background to connecting as husband and 
wife.  Husband and wife means many things; friends, supporters, providers, 
sounding boards, lovers,  shoulder to cry on, someone to just hold onto, or 
walk hand in hand on the beach.  I want to do these things for you and want 
you to do them for me.   Hope you can think of me.  

Love,
Gerald",151
nemec-g/sent/146.,"Denise,  

Attached is the agreement with changes redlined.  Please review and call me 
if you have questions.  (713) 853-3512",19
nemec-g/sent/147.,"Thought you might be interested.  Just in case you aren't recieving these 
emails.",13
nemec-g/sent/148.,Has the few changes we discussed.,6
nemec-g/sent/149.,Meant to copy you on this.,6
nemec-g/sent/15.,Please read the attached and respond.,6
nemec-g/sent/151.,"David,  Please review the attached document, specifically Section 6.7.",9
nemec-g/sent/152.,Attached are the changes we discussed today.,7
nemec-g/sent/153.,"Rude Dog,

Maverick,  It's no good up here.  I'm holding on too tight.  I've lost the 
edge.

Yes, it is close.  I am pretty pumped.  I am also extremely nervous about 
Barnette and their passing game.  Looks like Walker and Hill will be the 
starting corners.  Yikes!  I think our defense will be able to put some 
pressure on Barnette with the type of speed we have at linebacker now.  If we 
don't get any pressure on Barnette, I think we will likely lose this game.  
But I am hopeful that big Shaun Rogers will wreak havoc in the middle.

The offense is still a big questions.  The level of talent on the OL gives me 
comfort.  Davis, Kirk-Hughes (so big they gave him two names), Roesler, etc. 
are all big time.  The 1st series should be really interesting.  I think we 
come out passing lights out to loosen up the run defense.  Then start sending 
Ike off Roesler and Davis.  Occasionally send Flowers down the field on the 
fly and have Applewhite throw it as far as he can.  It is going to be a good 
one.  

Which game is the first one you'll be able to go to?  How are the Australian 
women?  Bring pictures and stories.  Preferably with much embellishment.

G$






Bruce Rudy@ENRON_DEVELOPMENT
08/24/99 09:35 PM",219
nemec-g/sent/154.,I recieved both documents.  Thanks.,5
nemec-g/sent/155.,"Attached are the revised gas purchase and gathering agreement and the new 
Collection Facilities Agreement.  The Collection Facilities Agreement has the 
insurance requirements but not the Security Documents.  I will forward the 
Security Doc. shortly.",35
nemec-g/sent/156.,"Attached is the security document form.  Section 5.4 is missing and I will 
provide tommorrow.  However, in the interest of time I am forwarding the 
agreement for review.",28
nemec-g/sent/157.,"GT,   I will be coming to this game w/o Lisa.  I plan on driving in Friday 
night and probably getting there about 9:00 pm.  If its okay I'll crash at 
your place.  Let me know how your schedule looks. 

Since Lisa isn't coming I'll have an extra ticket with me on the 35.  
Interested?",54
nemec-g/sent/158.,This version includes the Section 5.4 language.,7
nemec-g/sent/159.,"Attached is a clean and redline version of the documents.  I have the Powder 
River Basin Exhibit and can fax if you want to review. Please note that I 
added a section that allows Enron to relocate units if they are underutilized 
at their current location.  This was resultant of the 5 year term for the 
units contracted for during the initial 2 year period.",65
nemec-g/sent/16.,"Kay, Please review the attached data sheet and let me know if there are any 
problems.  Thanks.",17
nemec-g/sent/160.,Attached are the executable documents,5
nemec-g/sent/161.,"Bob,  Please print out 2 copies and have Hanover execute.  Please fax 
signature today to me at (713) 646-3490 and FEDEX or Courier complete 
contracts to me at:

EB3883 
1400 Smith
 Houston, Tx 77002   

Thanks for your help.",38
nemec-g/sent/162.,"G,  I will be there about 9 pm tonight.  My cell phone # is 281-772-9250",15
nemec-g/sent/163.,I am fedexing the form of lease this morning.  Sorry for the delay.,13
nemec-g/sent/164.,"Oooouch!    That one hurt.  We really kicked their butt all over the field.  
The defense played well, especially Ahmad Brooks.  I don't think he had one 
completed on him all night.

What really sucks is that we just gave this game away with the punting team.  
I am trying not to get too down about this.  This is  a young team that is 
going to make mental errors and they will improve.  I still thinks we will 
have a good season. 

The only freshman I saw getting any PT was Cory Redding.  He looks fast out 
there and really crushed somebody on a kick off return.  He also got some 
snaps at DE on a couple of 3 and longs, but didn't do anything outstanding.  
Unfortunately he was also out there on the punt team during the debacles.   

Victor Ike should be our starting tailback.  He look big and fast and gets 
yardages running in the interior.  Ike left a defender looking really stupid 
on his long TD run.  Sweet moves.  Hodges look about like he did last year.  
Had a couple of good runs but doesn't seem to use his blocking very well.

OK, so we will begin our win streak with Stanford.   The thing I really like 
was that Mack said he takes full responsibility for the punting problems and 
that he will insure that they get fixed.  Mackovic would have made excuses 
that essentially put the blame elsewhere.   This season could be an up and 
down one, but the real prize is next year and the years after.

Did you get any info on the game?",269
nemec-g/sent/165.,"G,   

I was thinking of bringing along a friend from Enron to the boat party.  
Unfortunately he is not a female so this may throw off your proper party 
ratio.  He is married though so he will leave the single girls alone for you 
and me.  His wife is out of town this weekend.  He won't mind sleeping on the 
floor.  

Thanks for letting me hang at your place this weekend.  Lisa is a really cool 
girl.  You two will have fun together.",83
nemec-g/sent/166.,"Attached are the latest versions.  Call me if you have any questions (713) 
853-3512.",14
nemec-g/sent/167.,"Mark,  Attached are the letter agreement and Purchase and Sale Agreement.  
Please review.  Note there is a blank date in the letter agreement which 
needs to be provided.  If OK I will forward to TW.",35
nemec-g/sent/169.,Clean and redlined of final version,6
nemec-g/sent/17.,FYI Attached is the latest Enron Compression Services Company structure.,10
nemec-g/sent/170.,"Attached is a revised LOI for WT1.   I took out all the language concerning 
materials and equipment obligations incurred by ECS.  After talking with 
Knippa, I understand that after the sale of the motor to TW, they will be 
doing all of the installation.  Please review and provide comments.",49
nemec-g/sent/171.,"No problem.  I will review these and get back with Cheryl.  Thanks.




Shari Stack
09/01/99 12:34 PM",17
nemec-g/sent/172.,"I am not sure if these letter were sent out yet or not.  My only comment 
would be to add an effective date of the name change from HPLR to HPLC and 
ECT to ENA.   The latter is effective Sept.1, 1999.   If you have any 
questions, please contact me a x33512.",51
nemec-g/sent/173.,"GT,   What is your schedule tommorrow.  I taking day off so I can leave 
whenever and be in Austin to help you out with the pre-party perparations.  

G.",28
nemec-g/sent/174.,"His name is Eric Gillaspie.  We will be at your casa shortly after 12.  
Looking forward to it.  

Hook'em.


   
	Enron Capital & Trade Resources Corp.",25
nemec-g/sent/175.,"Cheryl,  We will handle the name change for ECT to ENA on the P-5 form.  

Mary,  When you get a chance, come be and let's talk about what need to be 
done.




Cheryl D King
09/02/99 01:49 PM",38
nemec-g/sent/176.,My new email info.,4
nemec-g/sent/177.,"Just working on a Courtney deal while thoughts of you pop into my head.  One 
of the things I really love about you is how humble you are.  You are 
beautiful, confident, and intelligent, and yet you don't act like you know 
that.  I sincerely have always felt lucky to be with you.",53
nemec-g/sent/178.,"Terry,  Attached is a PSA form we have used before with the perspective of 
Enron as buyer.  Probably a little more detailed than we need for this one 
since the facilities are only estimated at $200,000. Kennedy Oil is Seller 
and Enron Midstream Services, L.L.C. is Buyer.



Some further detail on the site lease agreement:

CounterParty is Black Hills Trucking, Inc
Initial 1 year term, then month to month up to 2 years total
Fee $800/month
Black Hill will provide phone and electricity service hookup and Enron to 
reimburse
Enron will directly pay phone and electricity bills
Area is approximately  250 ft. X 400 ft. and is fenced off separately
Include is existing 40 ft. X 40 ft. building on site.
Enron reserve right to install any other building reasonably necessary for 
site to function as an equipment laydown yard
Enron reserve right to install septic system for bathroom in buildings used 
by Enron
Enron needs access at all times through Black Hills front gate to get to site.
Enron will remove all equipment and buildings (except existing) upon 
termination.",180
nemec-g/sent/179.,Please see attached,3
nemec-g/sent/18.,Thanks for the quick response!,5
nemec-g/sent/180.,"Rude-Dog,  Are you there?",4
nemec-g/sent/181.,"GT,   Great party.  Looking forward to the next one already.

I think I left my cell phone charger in your apartment on your table.  If I 
did, just hold it.  I'll be back for Rice and pick it up then.  If not, I 
must have lost the damn thing somewhere else.

Later,  G$",53
nemec-g/sent/182.,"From the Oklahoma 100:

                                  

                 ""Waylon Turdsby, star TE from the reigning 3-A champion 
Chickasha
                 Fighting Chick-Peas gave the Sooners a verbal commitment by 
letter
                 late Wednesday according to OK100 sources. This is a big 
boost to
                 the Sooners who were competing with Tulsa, Anadarko Junior 
College
                 and out of state powerhouse Kansas for his services. Waylon, 
who is
                 6'2"", 218lbs and runs a 4.75 40 chose OU because ""They serve 
fried
                 pork rinds in the cafeteria and the chicks there dig mullet 
hairdos"".
                 Waylon plans to study business and eventually take over the 
family
                 used car dealership. Waylon added ""My daddy says he has done 
a lot
                 of business with Sooner coaches and boosters over the years 
and that
                 OU would be the best place to refine my used car selling 
skills."" The
                 great traditions of OU were also a factor according to 
Waylon, ""They
                 have this great tradition where they touch all the movie 
posters of OU
                 legend Brian Bosworth before running out onto the field. You 
just don't
                 get that kind of inspiration outside of OU.""",178
nemec-g/sent/183.,"Attached is a discussion draft of the Compression Services Agreement for 
Gallup.",12
nemec-g/sent/184.,"Mary,  I was out of the office on Friday and unfortunately have a conflicting 
meeting scheduled.  Please let me know what we need to do to work out the 
details.  





Mary Clark@ENRON
09/10/99 09:40 AM",35
nemec-g/sent/185.,"The operations information you requested should now be directed to Robert 
Morgan in Facility Planning.  I forwarded the sheets you left in my office 
last week to Robert for his review.  I handled this request before when I was 
in Facility Planning, but Robert has now taken my place.  Shonnie Daniel will 
work with you from the Legal Group perspective to give you any help you need.






Juanita Marchand
09/10/99 01:37 PM",72
nemec-g/sent/186.,"Tom,  Attached is the Right of Way Services Agreement we discussed Friday.  I 
would like to thank you and Mark for meeting with us on short notice.  We 
look forward to working with you.",34
nemec-g/sent/187.,"Ken,  Attached is the Black Hills Trucking lease agreement.  Please review to 
make sure it correctly captures your deal with Black Hills.  I am still 
reviewing from a legal perspective, so please do not forward until we have 
talked further.",40
nemec-g/sent/188.,"That is hilarious.  You know it is a good party when you make the news.  Just 
talked to Ernie.  He didn't have your new email and work #.  He is planning 
on coming up for the Rice game.  You should be hearing from him shortly. 






""Townsend, George"" <gtownsend@manorisd.net> on 09/10/99 08:24:08 AM",52
nemec-g/sent/189.,"GT,  I think I will come in on Saturday morning.  If Lisa is out of town 
though and you want to chase women Friday night, my plans can change.  






""Townsend, George"" <gtownsend@manorisd.net> on 09/13/99 02:58:41 PM",36
nemec-g/sent/19.,"Hal,  FYI, Attached is another form of O&M agreement specifically for 
offshore lines.  The structure of this agreement is different from our 
current deal, but the provided services in this form may be a good start for 
the Mariner O&M form.",41
nemec-g/sent/190.,"Dan,  Attached are clean and redlined version of the purchase and gathering 
agreement.  There is no language in these agreement about a right to match 
outside of the Reserve Committment Area.  I haven't had a chance to bounce a 
separate agreement off of Shonnie yet, but will let you know.  Call me if you 
have any questions.",57
nemec-g/sent/191.,"Tom,  Those items will be sent to you tommorrow.






""Tom O'Donnell"" <todonnell@hollandhart.com> on 09/13/99 01:15:34 PM",16
nemec-g/sent/192.,"Lisa,  I feel so bad right now.  I never wanted anything but to be with you 
and love you the rest of my life.  I wish we knew how important it was to 
communicate with each other over the past years.  I think we are both guilty 
of not communicating.  It is easier to talk to some besides each other about 
certain things because of certain expectations or assumptions that have been 
built up over our portion of a lifetime together.  It hurts to now clearly 
understand this after things have happened.

I am scared of you moving in with Chris because I fear that we both may 
accept it as final.  I don't want it to be that and I want us to genuinely 
work on this relationship.  I want us to talk and do things together.  You 
are my one true love.",144
nemec-g/sent/193.,"Melissa,  I wasn't able to redline this version, but I added sections 10 and 
11 and added futher language to Sections 3 and 6.  Hopefully you can redline 
it against your old version.  

Let me know what you think about environmental indemnity language.  I think 
is is prudent from the view that Black Hills and has been using the Premises 
for some time and we are not sure what is out there.",72
nemec-g/sent/194.,"The easment was sent off for recording, but I have not recieved the recorded 
copy from the county yet.  As soons as I receive it, I will forward to John.





Cheryl Lantz Marshall on 09/15/99 09:54:11 AM",37
nemec-g/sent/195.,The detail that we currently have on the interconnect for Mary Jo Johnson.,13
nemec-g/sent/197.,"Breaker, Breaker,  that is the Mitchell Gas Service, L.P. agreement.",10
